name,tweets,followers_count
sloaneguy,1159,2700
sustcyucw,10,10
lucgg,29,29
tksamn,457,126
Scott_A_Olsen,79,44
Stink94550070,0,0
jlgreenberg23,13,42
Go_CollegeUS,0,2
RRskopick,4,17
ashlynn97456419,2,4
TeamSolutionsU,3079,571
PageAnesthesia,3,50
JoyceDa34974583,0,4
Stevena34420400,15,3
ThapaliyaK,206,153
mindyouraudreys,3689,289
Madeleine_V_,8288,1251
apple115521,102,23
TCSCHouston,75,263
rustyspikes,238,91
crricketts,90,62
hanimohamed612,0,0
cgass_photo,1458,450
BaoN2002,2145,48
Kelloggshark,18,32
JosephBrinkma12,0,2
WildMEbberry,5,3
Doreenlynnc1995,11432,21
ahmedabokifa,92,116
BParrants,1691,210
Noy96658815,0,1
lindseak4,0,0
Tiezaria,1176,1047
richardvetrovs,672,11
danielle_frueh,31,14
emoracze,1517,210
FraudExplorer,1180,529
LZZpoli_sci,0,0
Gilbert00650,802,398
rickman3a,1473,33
CSideSorensen,0,0
weil_ethan,56,6
Layeffia,6,2
substance_abuse,1354,1183
_SarahPotter_,2730,1094
RaspaPLUSdevi,11111,1330
bladerunner1555,16893,289
Melvincall2,0,5
sabinekj,58,166
EarthmVkmr,2094,0
trisigmastl,10,31
EarlDerouin,3,0
WACofStLouis,110,121
seed33,376,102
michaeldg123,13,44
delgrecoj,3,13
MolliFigg,1,4
TimothyZeiss,0,2
steineman,8,4
coryfox216,102,121
lori_lustberg,505,2151
blackbelttay,17,62
dougstocktonNM,28,6
PlanetaryPoetry,663,476
sherafatia,75,34
FHHSGuidance,2617,744
OD_Roth,2006,511
wakeupkadeem,204,39
MsGabrielDCHS,501,139
PolTorosenn,206,75
PCH_Colts_Cafe,0,2
AvonStaceys,36202,1383
falkbtheresa,10,19
fsa_live,205,77
Yash94015859,8,5
Sikeston_Mike,78,14
CherylLuxinyin1,0,2
gauhar_husna,299,198
VirtualHemo,48,125
lauren_henke,825,461
LukeSMiller1,3,13
Blaketg11,3,1
yfcy2018,0,33
ayush805,89,53
SerenaLyssssss,0,0
Ryan_Spader1010,1,0
CoachWhittle,1018,610
JohstonKristen,0,1
KeliKeliwilkie,66,37
Charbel_Khoury,1768,1007
PearlsteinKaren,0,4
sjung66510,8568,270
Joemant11,110,57
TsubakiNakatsu8,5,1138
jmziraldo,293,46
jalfalfa3,599,963
oliviaszy,20,14
ZehuaWang1,0,2
YashveerSingh94,1431,241
Janelli23,129,68
M_RMSMY,289,701
chriswill314,27,8
derilatimer,5343,4032
gabehoffman15,758,66
LisaDeBerry3,123,64
7Andrewwilliams,211,278
JoseDarkrobo,16,396
emmat0l82lopez1,0,1
AlcamiNow,832,511
BFGOrthoDocAZ,165,82
MeramecHonors,66,36
schmadvertisin,22,58
JrJumpstartWU,6,0
jilisembrano,905,123
thepath2college,22,33
zahranealy,8045,794
PiggyjuTw,0,1
RobertMMukisa,61,149
luckgoodgirl,6,379
MaryjLouise,7584,1905
mom2mkmj,24,18
gotsport,1103,153
nicolas_shammas,96,413
always_nikki_s,0,0
vivastlouis,2311,27
maeve340,22,100
ffmaer,949,264
ToniKurtz11,42,70
Jojo74061197,187,56
teenwitch_,2166,265
RGilburne,411,233
seakruger,84,34
YyLi_19,6,0
ceceee863,1209,481
OklaSports_Joey,25123,4241
LexieZhang1,1,2
JakeSassmann,414,226
Iasis_Molecular,2072,428
dylesw,24,28
MOLobby,167,648
JohnLoutos,691,29
HIPinvestor,8498,4022
xashleyt_,486,258
ThermoGenesis,67,408
1noisylibrarian,1765,470
phxwilliamson,293,144
Joshua85999505,16,83
KubikBrian,0,54
bulowcr,7,15
skyy_genies,9106,187
sdfederman,860,277
imouthereeeeee,1,13
nikifab77,13089,1317
cahaggart,141,56
AugustoCspedes3,75,84
MsChelsea_BRYC,101,48
PoleStarEL,596,266
rmbstl,6,19
lukecas,2691,678
amylgais,2837,212
katierbarajas,812,28
nafiseife,4217,709
LizOConnor1024,166,91
luanne_g_greene,218,105
ccmasteller,675,496
francisxjin,93,0
gao_beatrice,12,0
meggels95,1344,24
FMKris,134,86
TalamantesDr,3219,2568
omwithacause,395,96
ColleenBROWNE9,419,129
Wagner_Lily,1900,770
EmmaRobison,608,270
Shapirobenreal,1359,626
JacksonCountyHD,1375,531
BethStRaymond,241,63
LizzyDiaz,5927,172
oliviarosen7,3207,210
MagellanSG,2549,783
SpencerDerthick,52,30
KatlynLKeller,40,54
TomG1199,331,121
forrest_whiting,338,88
dacookie92,1450,238
__xoros,58,92
MidwestMachCo,445,791
AriseInfusion,910,408
chrisdunn660,2347,57
gotcasters,42,140
lllaurellll,8,7
jenkillionphoto,287,271
KristelleAisaka,1216,129
ObedOmba6,10,7
ChristianMShema,48,54
RainRai15548220,0,1
Thielog22Thomas,355,156
ClaireHughes13,1020,275
asilver56,193,139
WeaverUSA,1920,288
brendalissg,3500,1797
ProjectGreenSt1,8,124
SkipSchmidt9999,22535,4462
WashU_Bear,1,3
lisafoxmom,0,0
ESC_iPSC_News,9401,5081
danihudson8,2818,311
311tessa,41094,950
MaaAARRSh,826,40
PrakashPsjai,0,1
amacbryde,0,7
YeahAbsolutely1,916,426
RycSolijon,0,2
CraveBeautyAcad,1225,534
dwds_,840,165
RandSuz,11,2
stleas,10,14
PatriceHilepo_,675,35
tegsss,2567,173
officeghost3000,11,6
MOHAMED29081953,494,111
allie_vancee,88,108
pclairx,844,200
Tsinghua_PBCSF,153,3826
carloswinning,211,101
bizbuzz_mktg,402,163
matthewbbozeman,25,27
RachelKSoils,1477,789
MOSTSciPol,254,266
aysilsahin302,0,1
tasteofsciSTL,28,38
Wilmesherr77,765,156
MiltonMorillo,64321,1529
noursmat,0,3
DuhCohDuh,9351,447
Agbender,0,16
trysha_akuffo,115,51
tyler_gahrs,32,26
shilpakm,611,84
kazohara10,1261,37
WUSTL_EM,2165,2257
brieannasmith8,6,1
Tingji_Guo,0,9
GargKoyal,202,126
Lachlan1300,0,14
Grapp1018,0,1
ankrons,0,1
slenzepsych,683,46
mysativArray,0,0
LinetteLong,51,15
MzDivaTeeTee,28148,3128
ABNnewsnetwork,9,5
chriszh06526673,0,0
Prostudent_sa,1,4
MO2ndDist4Chg,31852,1608
KMOWINX4,35,14
tdobs,2593,80
JonatanAmezola,709,80
jane_ai,272,245
SFYou614,11,29
crushpod,1612,576
jjstewart62g,61,131
kaitlincavey,516,264
gastl_luke,98,1
onlybrittNEY,14580,284
jagoff98,1074,117
BipedalPrime8,127,6
odomjohnlab,860,842
AGraegin,735,290
sleonard_sherri,16,17
Jamie_Gerber,1271,120
Shapiro_D_RE,8,10
FaziRohit,0,0
ReworkAmerica,1560,1600
Peoplekeys,4248,578
emhanson727,73,25
Asachen34,10,128
riley_judd,770,319
zcisdog878,16,11
microlithouk,67,9
KidQuarter,0,0
BeatrizTapia17,1368,598
jrich10910,81,49
reagannicc,623,42
LauraBrinzoc,9,129
js_cupp,75,9
meadorlawfirm,181,194
CIACareer,868,188
SonyaClemon,116,61
Tiateedee,5138,1791
RachelleBauer,225,245
grntkane,1,4
RushilAnand,17,16
Sarah662461,1,2
SamanthaSego,13,21
preserve_south,3,20
BHNstl,5,14
triadhealthcare,141,44
JessJC123,0,5
MariaWei26,0,8
hongbo_luo,0,0
Robinjil,74,5
dfkitterman,1,10
XinxinWang8,7,16
kaloudah2,64,11
Miaa_Arjona,973,572
maryburkhalter7,363,139
nsymns,33266,1824
Bj33075866,0,0
theatreadvisors,21,11213
brianwthomas,3912,869
_yaschwege_,101,65
ClarenceGraham2,14641,299
jadeinmind,5395,95
SYArchitecture,215,82
cat_prater,88,97
DrDanielMD,117,23
ProfEnvEngs,35,24
PostDispatchbiz,47148,10872
coachwynne7778,242,219
JackieYoonSTL,116,286
Tyrahenderson5,0,5
Guilak_Lab,607,1197
VaccineMeet2019,266,313
goodbyeleven,332,22
SuhsinChang,2,9
mmicchelle2007,56,9
amigoskirkwood,181,67
tejay0071,226,22
imtopher4127,3,2
NosigliaMark,0,14
hrbrfnrn,0,0
Martino1440,459,1469
WePay,13317,19896
The1Antinea,24,142
Danieladx3,1,0
kaitiejwilliams,0,1
gStyce,4205,75
martincentauru1,2049,313
sparksroofing2,1,2
cole_hooley,185,166
ekilleen84,0,0
Senia772,1,5
MichaelWalenta,1469,1139
abbysanderson6,65,63
Abel36556377,1,0
bennettsadie03,0,1
CODENAME_YOZORA,3645,35
JackMusial,52,23
antinstlouis,0,0
gabbikayxo,10,32
dogbey_bennett,419,79
mojdehkml,46,5
Nick_Sherwin27,0,2
soneyepengo,68,28
Anaja07649383,0,1
aexonn,0,0
yacaseydc,9136,138
MidwestCCenter,586,45
JoesPlaceStL,17,13
styczendesign,50,68
MPWNews,1709,445
JacksonWil_52,2772,779
Buddy_Foxx,0,0
koestemj,0,12
savannah070992,9,2
lmaoitsbroski,15,7
andrewcrain,2650,471
ThadFalkner,56,61
namratha_26,0,2
DinosaurRentals,0,3
yankee3123,5218,207
OlinCel,198,172
ROI_Search,1092,112
sean_emmerson,0,0
JamendBrunellB2,0,0
BronnerCj,707,94
MOLSAMPSTL,7,21
jennings_high,51,23
gomobi_uk,5285,748
EvelynMagellan,3206,560
AndrewA1113,13,6
chekhoviancurls,108,35
hdiorio_toth,310,281
cmolaugh,0,6
OurUrgentCares,4366,170
hanlu2019,0,0
drawittoknowit,1420,630
SignatureMedGrp,1421,365
chavarria_riley,96,151
lathareiland,26,22
AwesomeAndre200,0,7
rhondaweithman,20,8
DeAmiin,1,0
kiasamplez,4048,339
gene_mejiac,4,5
Fuller_Dome,76,145
Yuliana78679470,1,2
RupamPhoenix,8061,292
gma_yl23,1728,99
uabaddiction,456,424
MakeMyImpact,81,9
sakinyemi7,247,167
kassykelley,137,52
estaMaye,5552,468
nicoleawill,56,58
carlcyclist,26,28
s_ma2oka,0,2
asdbhddd_dasd,0,0
guayamuzik,0,5
zhaoyingnan1991,992,11
Aluz80070482,0,0
kmathes,37,127
SankarShrihari,145,12
sagewars,0,0
ihtna_lev,1,5
mlnphilapa,523,255
Tinathetigerfa1,8,2
olfunkzmedina,1039,95
pbandmj17,400,30
MrsEaston3E,853,621
biblio_saurus,888,80
theleslieskaggs,859,626
sabloff_tyler,7,15
Love_Priscilla,274,118
waddiemalega,568,81
amber_katelyn,7958,220
RiotToast,892,4914
selenanandi,501,134
JeffGloody,0,0
Anne86358512,0,0
xuchimprz,41041,2534
Ibrahim39803747,5,55
STLRecNet,257,60
shody1125,338,24
bowlderbowls,2,2
SaenBreen,147,48
MCACRetention,847,120
MaxiAlexandro,1,0
rydergrady,0,1
Luckylady52,12568,250
BlytheHastings,0,0
MDClone_,12,45
tamupols,61,317
holakakak,0,8
nancy_adero,52,110
Balwarthan,25592,1447
tigerheartlab,78,88
lauraschuettpel,1,14
DaveLo32,0,0
melredhed1,4455,44
beth_gohara,19,113
ccanizio,18,17
JamesChosy,0,0
allgoodnmstaken,744,20
Lyle20504009,0,0
BEDDINE24,25,41
EFratturaMS,85,31
rch23411,24,0
FRudolphIII,6,8
jhswang,352,216
JimTaylorRoof,46,6
AlexValchyshen,22869,1900
smadison297,307,85
cyndimckenna,0,15
denisegilroy_,591,133
daforerog,4429,699
sarah_kelso_,129,24
jitodiaz,2494,187
chris_sousa,1351,110
chesterlampkin,105485,10647
CuppiaScience,520,101
12aleko,513,33
aalishajai,2184,276
CJF47Sr,4650,600
Jaliyawilliams8,0,0
joshlebo,2879,188
JBKProductions,116,44
Daniel__1016,0,1
SiedhoffBill,446,316
Allison43148216,1,1
merokwe,0,2
malik0savage2,2,0
vailmom,10441,62
siglme01,499,39
Vaughn_chad,1,6
TonyRenner,62477,2219
NovemberBlue,26,29
emilyhoese3,3029,274
Klein_Barton,1003,84
AndreaPuszkin,16,18
R_AI_TF,10261,950
sagrnthmb,1,0
Rosariogranad19,0,5
csueyork24,3,5
allisonjaynes,81,34
scrcrzy,113,11
KimPatt27333536,5,6
kcplut,2,9
intellylee,1,10
drrodebaugh,3804,675
tedfingram,492,93
larklodge,46,44
timnnmit,195,50
DebbieKish1,10,19
AraMonalli,18,12
jhhaglof,2066,70
lizxvan,12794,660
MilyRegan,2132,377
EmmaReusch1,111,18
PhiferMegan,41,21
katie_c32,373,218
GuvMikeParson,206,74
allyreese,6150,37
Marquis11910347,75,14
MaxLeible,3,20
WagstaffQuincy,3810,324
zoeahancock,8078,507
StarsWindow,334,1032
globemedgw,652,297
stephslaughterr,206,43
matt_rambling,741,622
wayneteeger,351,259
G__BOYD,134,12
MediMederos03,2661,198
LuxREco,5,2
MMBrett,109,15
ArnavKannan,73,559
PrasunJMishra,437,674
JoeGuinnesss,571,171
SSInc_STL,3850,287
luis_marinho10,2185,581
kalARTproject,13886,647
jhowawesum8,353,135
bjelevacm,35,14
sejadf12,21,73
NickMormino1,6,12
sultanalshubair,1543,152
colinalexmartin,416,1367
nbrdicko1,711,391
seraph_cc,0,2
toddsauter,32,26
aaronpoelker,765,78
ashl768,74,46
zen1den,1456,41
Meeks67515261,17,8
esc_outdoors,9,3
alex__ahm,3316,186
TAMU_Architect,103,137
rao_shank,19,16
hakanaslan4,1162,3577
Jasmine31523111,0,0
camorsi202,264,47
TrkingP,0,0
sarasparis,492,71
wishboneorg,1307,1205
lena3192,109,25
nakiacbest,90,69
ashe16852,0,1
JillMiller30,14,34
MaryFengMD,37,196
tayloreyocom,3854,375
TheShrewTweets,12328,541
AstroScholarFdn,3646,1987
signepf,563,240
BrittneyVerner,4975,1518
rohitfarmer,1874,442
brianswhiskeys,311,203
itscarlee13,298,127
GatewayBiotech,54,34
AshleyMColeNews,11087,1281
TJ_Cox,6789,2216
myshaesthetic,320,17
rogers_ce,7,3
cd_lucas,565,2381
Oshoo93871621,1,5
seif_nasir,16,16
VidlNews,5,66
JenniferMarti26,1203,151
SamHooper,52375,4441
JaredDavid417,358,253
jenleezsido,1,19
CampusLogic,7712,2663
harshitsaxena06,545,73
footballmom5424,249,179
ResearChallenge,2606,19241
ForensicSci2019,45,457
syrris,1344,840
lingzhi_bee,1789,123
vinayakumar_s,34,26
lwch,102,266
CoriLButler,0,32
sanskar_pp23,976,87
Alois_Luso,24,26
RohanTharaney,0,0
singerfam1,1,2
Jayacha24002284,118,16
Emma_Bo9,1,2
Paul_Estabrooks,763,565
MauriceDrummond,490,2029
liqi207,6,0
HaojiaWu,67,87
sara_ricardez,9598,272
61934CJ,0,0
RoyHallauer1,3,6
WVSD208Jobs,53,27
worldwide_adult,19,4
Erind95,383,144
RDeckard1701D,438,36
Olivia_McE,52,23
maddy511,8,4
humas_ppifi,874,523
eddiebakescakes,1,0
BrookeGroningen,0,1
hlinares,9550,1438
lisalbarnes,45,97
drummeryisus,401,124
LLTNYC,41,40
NealPPowell6810,1110,39
DzebicHaris,6093,83
SamratLabMohali,834,611
amywhited,10538,774
MegBerquist,89,47
gentryslanding,507,503
IamDaveIrwin,1708,73
ProjectLyme,3878,2336
AspenHigherEd,2510,2868
douglisbeck,44,36
DrErinY,725,590
xyrdqJCtAfGfvJe,0,0
CalWeisman,141,133
_BelindaLi,21,68
tasheiafloyd,4,7
ariadne_bazigos,342,42
hello0claire,60,59
documodern,81,33
gsborgeest,26,93
thefourcegroup,5,13
MortarBoard,6528,1841
MissionTacoSTL,7915,6954
mailzen_co,15,103
A_Vanbastelaer,1799,79
SphereMail,2752,6852
tothelees,1655,53
jghsmith,4044,100
AlchemistAcc,443,2859
JayBakerMD,51,325
AP4Liberty,41062,61260
JournalSSWR,106,472
asalmuqrin,81,87
greenleafagency,1818,343
GreenLeafAgent,483,48
TosoniGilberto,386,181
DAVIDHA42560292,327,382
MtgsLimited,169,20
greenwave1,16,31
kljmemories,4426,197
minikiss,3505,1857
KarenTitkemeyer,6,1
Xandi_03,3098,153
tmreic,1152,237
ventriclerabbit,98,84
iam_dh54,187,266
DistractedChem,8296,364
kirbyallen11,8,29
jalolu,469,207
rohitunni11,35,40
ChadMSylvester,3,55
Alzheimerebook,21462,59497
schiffyisme1,435,47
augustgrussell1,4313,6017
hughgifford,5555,1236
lteubs,107,99
Lisa53100553,0,1
NSTLMacKid,227,218
BWestScience,479,160
hammondcita,561,59
AaronHankinsDRS,12,1
SusanDRichMD,3356,1866
JenniferSilver5,339,54
WUNephrology,1435,2168
jtqe777,0,4
MOCWMuseum,68,154
YilingHan,0,0
Ashwin148,13,365
StopEugenicsorg,46,187
galaticgrace,7,8
Aspartame_Xu,187,19
dougwmoore,1627,2411
StopSlumlords,25,92
hammerman_jan,10,34
ishaantshah,301,34
christalawyer18,3461,347
michael_lyk,1,6
TheFoundVikings,66,543
highlevelstudio,2509,1111
tammyfl76896588,18,7
JustinLqCao,339,13
talkl8r,2728,326
fran_e_jones,18048,978
Sarah_E_Smith,201,272
justinwzig,2017,175
iaheidenreich,571,72
ChrisRichter8,2,19
NPBCompaniesInc,835,82
AllieBam18,1598,224
MikeWebb_CRG,3690,1858
agnetafons,392,158
STLHLG,87,370
Battle_Scar91,482,59
JayWebe92425456,2,1
ICDStrategy,0,6
ZackaryMorgan0,1540,46
andrewbergantz,142,19
oliang99,0,2
katdudley0215,158,284
chriscarter945,580,151
tennyson_holmes,2437,630
VinDiezel86,151,72
maxacarlin,27895,2718
nats_gutierrez,2350,232
melindaarnold,1213,528
ArtistsFirstSTL,234,130
MichalTaracha,152,398
Harsh1227,12,33
gator418,299,190
SusanSkimsoy1,5,2
BasantBanna,5502,121
singhmk1104,22,2
ADarttIH,2384,429
escoso_anderson,60,40
DaddyCora69,170,13
notjohn1,0,24
mark06775559,2,2
theprogrammiss,35,158
sknapp_oncampus,16,11
KelliAFord,4867,1631
GeorgieCassani,154,87
MeghanSumanOT,25,45
imprintedgene,602,378
sassyb08,0,18
Ltparagas,13,9
GMOnCFW,4215,151
AnthonyJStClair,816,131
OgilvyAssociate,1581,2086
Momar_Gaddafi,0,0
KLBlackburn,137,75
The_EARA,7244,1586
artann_riza,1,1
AjayMohanSemwa2,74,37
Worker_Mom,1644,10
BeirutMugharid,4612,83
annawarsaww,196,51
rawreader,781,667
Zeroo_MG,140,197
fTnKDgcuDTf7qId,6,0
PeterVChambers,6,2
yang_yimei,0,3
MustafaGSaeed,217,7721
bretttpetersen,238,392
coryrylan,11441,3398
mwlittmann,388,50
TexiCANvida,92,29
GitaStJo,10,2
schiefk_kavin,93,42
atp_design,634,167
SonceePartida,258,492
JAMESLJOHANSEN,3494,497
Medical_Edge,158,173
hn1996986216,1,9
nikkihorton56,13,36
AnnVCollinsMcK,205,105
Salem22557072,1661,63
sieren_maddie,72,145
CecilyGriffis,34,6
Gerst42,1157,150
TopScorePR,115,23
ClubWebster,14,10
RWC340B,1262,246
Wendy_Guillaume,18,91
zc96zc,5,1
Heather08966321,0,0
SaltBaeJason,1,0
Geraud101,147,68
melisaaallen,401,158
arthur_bachus,0,0
CWallerKelly,36,57
wmnengr,830,91
nikkiDMacL,0,4
JKajampady,5593,67
katie314fischer,608,445
Christi97293217,1,1
alexoctopus20,1338,114
JwLPHX,58,86
BrianGordon81,95,145
goldwing_pilot,48,75
skiddt,1,2
Santini20160325,214,51
Sandry_crivi,155,111
BoeingCEO,403,22814
niki_voumard,0,12
Brianna99889044,3,1
CompassBiomed,63,149
wud_up_its,2,12
abbs4141,0,3
fayelapp,7362,396
kxmerynx,664,38
ljmitchell1011s,0,2
Vitalija_Petri,6692,433
kilzer_scott,0,12
MHSCCDrM,235,183
FishEyeFun,665,460
Amym_stl,151,282
missLeah_Marie,6,11
stephmazzucca,346,171
ronelleba,40,36
TracyatHeart,2148,78
DaynaCos,0,5
ScottKilzer,1,181
katieab11,0,0
joshmitchellmd,104,192
Galahad1896,0,4
_migr1,6,3
9ZJhDRAgqzr3KCZ,6687,299
LabRepCo,3309,628
SWEtalk,21224,29035
isalman_24,7099,149
admissionsmom_,3396,631
notmichael5,7,5
annbiso,17,6
Caro369247,0,1
thedane45,142,53
brampersandon_S,1497,155
UCitySchools,2994,1320
JackieGilbreath,14,5
kcavatu,112,9
omkar_kirkire,555,816
Sachin_Chitale,2410,60
derekozkal,2269,410
mnhtnkickersfc,437,497
KevinStewart88,28,63
WUMUNSymposium,37,10
reshadadada,3401,41
ElizabethViox,35,73
DusicaSbgdpa,1190,42
Ezzy_Hazara,267,155
VC0179,4258,0
ahmad_h_00,3343,1278
PattiDickson,850,191
ellishawmd,7,3
1AlirezaRoshani,732,687
msnepund,674,1224
ChrisFuhler,1,4
clynnclarkson,1075,426
tobiasruether,4025,1468
O0AB1XPgUgB2dTJ,170,161
MEDLaunch,199,140
HeesooCho2,308,223
wenkathy325,0,2
nancor3,0,0
nocnpo,1,3
hanmandell,1055,824
dylanbienstock,0,0
sambo_bman,1,24
Hlheidbrink,68,181
JewishFedSTL,627,655
josh26977091,0,0
TSVusa,756,294
GoesslingJimmy,9,7
maladies2019,3324,17
TimeJump_Game,1,0
TriCityCanvas,190,3
Lily30605559,0,0
UNC_Librarian,3300,2483
dong_feifan,0,9
Tracy_A_Dodd,884,1524
jb_options,163,24
SallyAltman,146,170
Lg7071722Luis,11,1
SilveyFox4News,0,14
Pitch_Creator,40,47
MelissaRascoe2,110,54
breboles,3112,416
roadtosuccesses,9253,289
Negro25801698,0,2
GlaucomaSupport,167,332
grracepark,56,3
hahelenn,143,44
golfmommy,183,47
RobLWattsJr,4085,803
OohShiny_Sarah,8288,1063
IngramsMagazine,1092,964
ASTLComics,5260,679
MatthewLaMacch1,0,0
deIynaaa,1602,146
kyleeyo,960,172
_lichester,75,7
OjwangIan,3,5
WeberEntreps,964,520
jgrispon,339,473
_ccc1x,0,0
nisseclark,25,238
KariGmail,0,4
NetanelFinkelst,190,29
bigdaddy4948,30496,900
dilatoryyang,334,114
JesusOr52018899,20,8
LcyRr,0,0
jackjaeg1,7,9
Dylann4x,1354,167
gonebure,0,0
808wr,8,15
CadiChieftain,7906,1655
GaradiHarsha,17,79
Chris_Enke,18,17
csharad,1243,13
1MedicMom,55598,13032
MaryWeiler5,1,2
emmabelmont1,0,0
ShwneeLgcy,3979,648
insidejusticeus,119,212
Retina816,14,38
mamagregory726,77,26
hk_richard,0,4
paradoxly,1,0
Dave26546799,1,0
apfadel,348,33
RadheRss88,110,28
jacktgoodman,279,74
penguinsfly96,5,9
vnxv4_maa,125,12
oakridgeowls,6226,1342
Ozodbek99260059,0,2
NextStepMCAT,2879,653
MistyYost2,550,532
docpbc,98,27
BlasGarciacruz1,4,3
vitendo4africa,1577,624
la_chikitta_,8358,321
madeline_lee_d,47,13
mattyice4u,411,265
magnew99,21,20
PCSSII_College,112,21
stlfoodie2u,270,192
AssetHealth,2118,276
naokilaw,14899,1550
bbshopcomjp,2699,847
gokulakrishna,17,5
lzhalo,384,280
Juliethewarrior,114048,3262
kerterderter,23,49
DavePistonWUSTL,524,244
KSparksEsq,4,8
Integrity_STL,1,3
HPRScholars,2716,1582
QuestBridge,1678,5644
CoveringHouse,3491,1261
nzisawambua,2,4
jessinthenati,412,146
AndrewSiemers3,1062,84
CHICKENCURRY300,0,0
Leo26becker,35,48
MSU_HistoryDept,677,763
BowieCook,8,12
krimsonklass,6321,259
ebruha_47,2,3
nevereverlook,1,0
NACROCON,1922,471
amunkhtuya,11523,4002
catsiamese33,11,0
CoachMartin_DB,664,461
Travis__Sellers,112,19
oliviamlott,215,237
SCUDrahmann,12,5
localcashoffers,0,0
JasonR_Realtor,224,37
ahatcher119,0,0
nimaferguson,181,46
presljo,0,1
Katie_Morgan96,840,163
ElekCatherine,3,0
heyitzjeani,3227,113
HZQ1230,0,1
megandwyer03,0,2
JohnGordon6912,1,0
JohnMurphyHomes,4681,924
_CrystalRam12,9,106
JFerey3,0,0
HalloSlytherin,7906,10
odajardin,3319,82
alliehotsauce,1261,111
LDSSolutions,36,25
allstarpawn33,1,1
_Capt_A,317,13
trashpandanerf,11,30
JennyStarkey,10525,1698
tybaxxter,564,120
tedwarner02,16,3
michael_moyo1,11,25
Bainah_66,13335,1049
maltman4242,38,42
NatashaTozzy,23,10
tweetgeeek,351,359
penatomas,6463,1701
AleCek,10060,695
SantanaRovira,6583,643
RCMCMXCII,150,276
patrickbattagl2,1806,285
WaLee1717,2943,23
ShannonManers,65,47
sbiver,52,45
StephanieGlenn,24,120
Tuoitho1,1,0
Curt_Story314,579,255
Jorgeay19380441,41,0
lisa_onlygirl,5561,211
cassie23bergman,4,8
toosie11,1,0
radford_wyatt,114,47
susan_center,111,38
doedoejohnson,0,0
MostlyMicrobes,11311,2698
Brian_Bailey18,18,85
Arete_Education,791,75
robert88515161,2,0
PattyDaddy420,0,0
kj_vanengen,4,27
KSNOBravo,248,19
RandHaley,0,8
jimmaytas,307,34
come_olivier,347,152
KaitlynPeter9,1576,122
Fhrjh2,0,1
lucasdaisymaple,348,199
polofletesocon,2092,607
vrperry73,72,31
nascargurl9,2,3
challenlab,247,448
SheilaRazdan,2822,325
yourmomsimpson,7,11
LFndo,2576,73
Iamkhalidgul,22,53
asgvisalaw,6746,555
senorjimi,0,0
BillyJa71462878,0,0
StLMajorLeague,3609,493
ChasBonney,7,21
TheWordSheSpoke,127,29
imcrazxzy,0,0
Trisha__venus,186,12
NortonStaffing,2176,226
pprettyodd_,424,13
tKpS40VJDx0HSZs,7904,543
spr_free,0,0
UBGenderIn,1247,490
G_Caballero_M,5241,3917
TheGinaDeRosa,53,30
DerriclkLewis,1916,624
Atif_AJ7,11,5
hgwillastate,442,45
DrAbuMosa,35,59
ikereif,1639,258
vanvlietphd,69,186
mrssartorius406,4,3
hawkinschernof,41,49
Carriem741,6,4
Sanapals,0,1
CheckTheQ,49,52
nina_STL,2062,256
fuqiangJohn,0,1
gtbkeys,2283,114
Leeleepowell1,2,0
nanoagriculture,335,274
NCCEOForum,978,694
bsdavisjohnson,153,39
moauditor,0,0
isaacsturtz,7,0
stloupizzaquest,327,83
EvangelynQQ,1,6
stuff49861969,0,0
jayhigh__,1362,137
cooper_dh,383,461
DaniLuntz,508,183
evanspry,55,138
malezisg,10,163
CryptoniteKen,3,4
G58645257,0,0
daisy85896194,0,1
Sashkaranja,321,233
Sebastian001010,0,0
dmelhalim,6,1
NovaCodeLLC,23,3
sutthiramesh1,17,1
KylieMayberry18,1,6
lisapellegrene,5475,14529
BoykinXaver,0,0
BestCompSci,78,16
ajlaaakapo,1188,93
Makaylea2,0,7
RichPursuit,790,229
Angelic19420027,1242,209
SCardinalSoccer,134,0
ciao_randle,4,25
KonradSzczypczy,558,464
danielzhu1978,1,0
ChaosXi,67,16
bhans312,45,20
CampCircleStar,7,28
imarealassniqqa,9,3
wandogreg,0,2
lazjhwch,0,0
layne_c10,73,210
christinegs1000,21,30
ecapmortgage,367,1762
FgethTjh,0,2
Jacquel43207358,0,5
trump66_donald,10,1
KelvinGodfrey5,272,560
ward_boxing,15,11
pedrocamposg,7118,218
georgie7777,24,44
JennSullivanTV,9350,3025
MyStudentBridge,2136,560
hscmd,2503,500
Tonia56824710,0,1
HuangZhang5,22,7
rpappu,112,73
w0rd_n3rd,2072,268
BenJealous,14816,104607
ssophiieeG,565,82
rahadyanWidji,2702,346
BeGoodySman,3628,183
TwoerrMarket,16,8
elisabethcoats,813,46
njbaar24,7,3
UnlimitedKSMONE,33,42
PaulineMorales1,4073,410
jiehawes,34,1
danishclogs,4,0
AliciaKitsuse,0,14
kabangu_chris,287,125
IT_BZH,6949,84
scinoteELN,2100,1428
ashermanboca,164,73
DanielJosephCa3,471,57
Shehe_Kenya,265,355
Khan_SHEGOG,40946,1420
BigBoyMineGuy,10,1
OtisWoodard6,11,6
ConnerNix15,243,58
h20emmac,196,612
AThakur031,3523,109
ElenaRuosi,13,2
soccerstarj,0,0
MarkforSTL,806,1034
KlarichRachael,143,215
herbert_distel,472,280
