name,tweets,followers_count
scaevolae,3595,827
ziegeran,44679,25763
wesw,1288,372
abdouli03888337,0,138
WUPsych,60,23
DOLF_Project,164,94
WashUBME,424,500
WUSTL,10366,32804
JohnInazu,1898,3109
wildrob12,215,274
WBTolman,6673,3704
WUSTLoiss,771,843
CalineMattar,2702,1683
Acree_WU,79,59
LiamOtten,446,235
WashUOTM,737,608
asmithblog,61042,268891
WashUcampusnext,316,588
WFTate4,885,943
AnneGFlaherty,1848,777
ChiefExecBear,25893,7982
KroegerMail,179,131
KristenPOtto,4584,873
Tinuolaa00,983,322
ElizabookJoseph,1340,191
alwaysthevictor,900,31
LMaffKipp,4367,960
sjmalter,1736,658
LJRR2,13,2
docambler,453,270
DeanTaylorWashU,480,778
CtrRelPol,2468,1930
BetelNut_Wustl,735,132
Festussolomon7,26,237
fanniebialek,3062,824
WUSTLTTC,1395,533
BeckyJMorgan,458,5757
holdenWU,4690,7807
WUSTLArtSci,7552,2473
wupad,612,546
priti_usa,71,91
HjWly9dbava3FBs,2,0
Frankli61632131,0,45
ansumanafadera2,2,3
nooralsibai,14543,1942
PedrosaRamiro,10,2
DuVernayTestOrg,176,765
dimplydi,438,73
Kimramo74253029,0,4
zrjaved,19715,6508
SaraLang,165279,18879
FrankWi09617051,5,313
nancyoneil1020,12753,1227
dhara44644612,1857,165
_GilJacobson,646,134
Lewis__Robert,1217,122
MiriamJ17839811,1,65
emogrande,261,10878
nee_yahh,5074,109
MaxChesnes,3220,843
joss_berry,2944,1130
flannerykw,3897,713
cksharp17,596,97
Rasmussen_Ryan,308,225
brendan_lind,254,5830
JohnRic65325003,8,147
LosA_DealFinder,112693,10982
Voize_of_Reazon,15070,38342
parentwin,6046,3498
hien_due,6,50
LeeWSFA,2970,2064
DrDaanFabian1,2,32
nadiajaferey,1871,641
CHunschofsky,2163,3202
MeganClasen,3838,958
HickeyTravers,4,0
n2kindle,39,3826
Dal_DealFinder,116700,8181
AaronAlfred12,0,0
redjamom,4958,297
Ders850,16760,1335
Baber52975358,66,454
katie_campione,3797,448
leor_tal,2101,690
mjtamba66,1,150
nikbroduff,2196,435
Henry46029498,1,3
akemicorinne,11194,606
dopeasusual,455,113
craftedbyangel,784,145
jake_gold,3704,1039
johnchr64193035,2,75
theCindyCarcamo,6498,5520
simonamrivero,43,277
gabriellemrza,34708,4486
hsquaredd,1461,132
FeralHog420,27464,1164
TBchTho2,48,102
jessrgpol,3912,995
Grant64587839,133,20
Stephen59396332,2,92
JulesBroz,4790,302
aaja_pdx,115,106
marianalesandra,25195,889
Emily83494921,662,15
MashaVAnderson,975,613
evergreenstrat,47,233
DennisShultz11,3,16
ChompTalk,4269,634
Daneil75621878,2,0
AquiRosemarie,5232,6288
Daniel79593931,1,80
DominionEdits,5283,69979
ChompTalkBrian,1478,379
Tramon_WBAL,84944,1785
hoo00lia,9247,648
johnsolm12,233,497
hon_camacho,8,1199
vanessablankie,247,237
FRF_12,2104,432
Georgek36019962,1,159
andrewmccain01,4,63
NewsbyCasey,277,325
GroganAssoc,110,376
devoun_cetoute,450,469
ZachariahChou,159,347
MissRossi,27265,27714
KimLute,551,23049
timtakestime,108211,4023
NCFloridaDSA,1615,1230
Brown43495109,32,75
manertt,668,244
vvernachio,1687,578
BriaJL,88,2
AACCDbiz,343,304
brookebaj,83,204
KimWils01783959,1,7
lissetterutledg,327,152
Christina_M18,2757,926
DemocratsPAC,3798,15186
IsrafilBijoy,1226,170
karla_arboleda,566,99
JamesRosenTV,26166,206649
TaraMilliken,12471,863
AshleighWalters,17626,8049
claudperezbrito,728,386
TheAPJournalist,88470,6713
itsvagarchy,1269,383
AdrianA49958896,0,13
Robert81754515,4,65
ddhh_darkhiphop,15,10
iamsharpe,60549,4844
Robertm13070286,30,273
emilycherman,1791,382
Kediye555,12,33
paigexfry,12697,1809
alexng_news,301,249
newsbycruz,1263,714
catie_wegman,924,253
noland_gerald,9,23
ALC515,4901,294
smarsh26,26,103
charlesyeo,80298,370864
mythuggin,25590,1081
YPN_NBCU,692,752
JettoYoung,63,28
GuerrieroCU,26560,715
thedailylinechi,23556,10583
SatoshiJournal,11078,2504
StephanieWINKTV,1495,793
LiandraLarsen,1638,1679
minal_hasan,1190,6992
Patni_ak47,1305,309
ThatsSo_Kirstyn,30584,1857
madisonnsteen,115,47
MySpotlightNews,357,5110
holly,29939,127737
ramsberry1,4258,1026
ArdystZigler,995,133
marytablante,1772,792
DavidSc12478179,5,137
samanthamatsu,489,3271
alanisthames,1942,474
Bryan_KnowsBest,4732,262
megy,8403,7752
loganjaffe,5428,5687
nwarikoo,92203,17341
AAPIsOnTV,1038,633
gwendolynawu,7706,1434
THEChrisOB,7877,1072
adamplayford,5306,1641
ReelInequality,1394,1724
JimLaPorta,28142,18149
suzannaraye,434,1166
nancywyuen,23304,19061
Adriana_Lacy,81340,6006
wclewis_uf,3594,458
SPIDERWOMNS,22774,794
Ed_tooquickFORY,9,3
natalie_rao,339,138
JobsAtSLS,179,172
SummerJarro,374,111
SizeUpSouth,7007,1100
merceleguizamon,775,110
Visual_Bacho,19224,1015
editorswindler,9995,5124
michaelwhudson,27429,19698
jsyliu18,664,141
CeciliaMazanec,859,371
henry_coburn,1217,495
sammyragland,4466,1655
MsClaudiaTorres,197,331
meg_e_martin,6586,2002
EmRoberts5,1001,146
ebaueri,6954,1156
Aleem2142,13884,336
MichaelBraga2,2030,1076
jonvibe,7961,2424
mayap426,11,49
HadenMedia,2574,1743
fareehariaz9,126,331
Asmatahir27,121,178
denisechow,6029,3320
njcrofts,6635,1207
schwanksta,26435,6029
stephanierlamm,10821,2860
quintoelab,5687,18310
Daphna717,114,130
disolis,18646,7430
ChristieJules,1495,504
MikeStucka,30389,1315
Leif_Greiss,1673,242
DouglasSoule,3116,1052
Nganniely1,143,1166
Media_Plow,10765,3021
RebeccaRennerFL,6758,69884
0niJuma,1589,228
CarlieProcell,8010,927
WalshChilders,1970,280
AmandaNicRosa,1411,554
dancow,54989,13731
HannahLeeNews,1141,323
MarkGunnery,2780,1141
The_Breit_side,3009,381
ICMTOPJOBS,239,213
folksofhumanity,2417,914
jessg1010,5217,133
Michael__Stone,10454,4458
journojobbot,133,120
Nerdy_Vloggers,2817,2537
ceostroff,9988,4288
jeremybowers,67762,13164
CateMartel,4307,12499
gracelking,2910,1290
ryan_serpico,20613,308
christinezhang,6855,3572
Save_metro,369,285
marshallong1,0,25
miralowe,9424,4784
nwzer,367,10752
katewillstin,2078,1396
Davidea72055890,0,6
WeimerData,103,151
blefever10,2646,704
EthanMagoc,6856,1369
darcyschild,3038,573
TheFloridaAve,444,425
sparksmagusf,61,33
ExaviorTyrell,2,33
InsuranceBizUS,9559,12901
SwaggMarketing,116,904
AustinNoah14,4,172
NateMaingard,27896,1039203
gabnun13,3901,573
IWV,22759,246025
KirstenChuba,1073,455
laforgia_,7144,4588
anna_burbano,593,592
PaolaCValentina,1150,228
PBreelove,0,61
DavidMaxwell90,5,28
GlobalGators,1826,1297
MonHumphries,180,203
andrewperezdc,31394,14218
mckyleguy,50,114
neutralwolff,5690,16361
AfroSoloTheatre,53,103
kevina_lee,5337,461
hateugivemovie,1772,6408
LUTNclothing,1727,6208
MerylKornfield,5175,1252
breastory,121,167
AliciaSoller,1324,300
imani_exe,13614,233
KaylaZiadie,935,210
AdrianMGilliam,1414,201
MyInfo40243245,0,9
pmohan171,45,84
signsofidentity,891,587
JuanSaaa,135186,21888
LysKRamos,1284,332
FloridaAASU,32,30
noDREAMdeferred,85147,2080
romyellenbogen,1165,721
herbertlowe,17104,3664
BrizAndrew,1219,849
DavidShuster,12390,74155
helene_kay,255,513
BigSarge1313,54,377
mtlajeunesse,2259,849
Im_TheAntiTrump,35556,238282
UFCJCLibrarian,3140,1773
kennakim61,19,187
jordynhtaylor,10663,3837
profdodd,2101,631
humblelover24,5,647
joseiswriting,44481,106526
CyrilGrayda,102,292
jeffwilen,392,485
Mary_Lou_W,87,155
k_newberg,2883,1053
andicicci,1600,125
LooreGriffin,50,321
Lnnie,112387,62597
lukeanthonyhunt,2675,20130
lewwdacris,1360,175
GraemeSlater3,15,93
aaja,9904,14050
FiftyandFive,8397,16331
Garygodwin18,5,0
3QuartersImages,89899,45707
KlarizzaAggabao,1654,222
tntahsin,704,45
richierthan_you,3812,163
Thisisadisease,789,32
uf_sparks_mag,267,148
gabymno,1160,271
21ale,19809,309
gbbynicholas,852,319
amonty_roy,188,48
JaciSchreck,3223,643
AntaraSinha,2281,402
sparks_magazine,1108,274
aubrey_elle_,65,11
gabriellecalise,1796,1259
dretbutlerphd,702,115
985TheMixFM,325096,103271
MattColeman6,44,60
SouthernMedia14,0,1
westpalmperks,1,14
_FleeGuy_,11519,804
Lizerne,2085,247
louis33414,6737,90
Robertoaflu,34,32
PivotCharter,44,166
avila214,1,156
sosheMfia,6,0
JTdainfamous1,1005,130
HaleyStephan,406,94
AngiLoveland,1224,409
michbdan,52,5
TCWCKG,305,44
mattmaddy98,2,26
LetsSpamWow,137,58
konuahfranklin,56,7
PanemTV,491,5922
FCKH8,11893,36538
theNatassiaS,43740,1246
13AMF,64,159
CiHRocks,1558,407
SSFailBoy,75,2
NewBalance_SFL,331,862
thinkgeek,96910,1012546
MissMarm,274,714
platinumjeanco,153,181
ItsMarisaYo,6547,130
WaltDisney_Says,1881,16217
NickPengRune,773,49
MeBeCorny,9548,149
arfianti,381,300
SnowDan,84488,1164
tj_2109,14263,147
LorenaTheMaker,8831,3541
LafayetteTB,31376,50722
PamVampTB,5555,4669
TaraBonTemps,658,1837
JessicaHamby,40578,10455
HoytFortenberry,5216,3503
taydomo,3128,36
CallUsKingsST,292,205
Sexy___Louise,42,250
WarrickEffxxx,292,835
thebiggerlights,6116,5380
netbook_store1,399,76
bornfreebooks,52,197
PostSecrets,4635,24955
Glenn_Meyer,1,3503
usscience_com,90,398
EricNorthman,21774,29624
Jennywolfgirl,71,30
SeanMcGuire92,44365,448
jessicalh08,23776,136
TrueBloodHBO,14008,597031
Heyden15473,4,46
teenink,5765,4795
fiveepicdays,5,3
latuacantante17,79029,766
TOMSsupport,30061,7955
BernadineCash,11,56
madeline_barbie,10,253
NaoDean,200,227
sissyrose,511,276
PCNetworked,2021,1027
gardeningfun,2137,31245
ariestscwainezc,7,13
Tweetergig,71,191
superkc1,3,19
UntrueTweets,1376,4870
RaisingARose,0,263
OurDailyLoaf,19,4
FakeYetiBaby,25,17
authottie739,11,29
diet4you66,17005,3154
uspexi,566,567
dontruinitapp,12,300
AlexsLemonade,25954,69052
TShirtFun,5,88
seoweblog,103,694
ecoactions,2232,43631
Tennath,10726,323
PregnantGuide,489,616
boxingfan2386,170,137
PBJuan,24,57
TheHGTribute,2656,12043
Little_Edward,19335,302
reinixtonks,101,18
GhostInTheJar,502,145
pursuedaorange,1,73
LoriAvis,26,38
EdwardsJournal,3410,7714
KeannaCasey,31500,146
TweetTwilight,5394,880
TWSTweets,7253,1146
ouiouikiki,20062,233
TobySmi,0,61
Camfed,13689,185465
SEGA,33103,1767925
ghbuilders,296,4298
amethystdiva,3713,119
mileneswan,479,429
amazon_GOLD,3328,83
iAmFlweep,20,9
notalwaysright,19726,4919
Obliviark,77,6
I_Morbius,78,68
four6one,151,10
pekepuggle,3208,8
joleena,41187,838
jabranblog,154,37
antiphonyck,6829,891
reinix,36408,764
kalebshairflips,66,19
ahmadkoyi,0,0
JocelynIsHere,0,13
xtonks,11238,272
thisisnottom,66,625
bookgoil,36446,3917
NinjaFanpire,75377,715
ChristineOne15,0,111
blogium,73,199
Marinchen92,3,95
CIAJAY,927,433
leofwhite,112,190
PalomaTexas,18,515
ordinarym,72,69
setsz,74,88
Tianalynn80,959,44
FrenchPierre26,2017,368
LoraCarpeA,222,195
pbclibrary,2753,5775
NerdFighters,3292,4023
BloodPoisons,181,10
Kristen144my,2,57
sweet_afgirl1,0,23
news_science,188864,2003
thebermuda,15438,26
Brittany21a9y,1,54
WhimsicalStacie,10,539
mbdanw,84,13
glorianatheband,7490,143238
ecotrivia,4,135
lissylove2012,151,302
foreverfollower,1,82
veggiechipss,2117,22
lmgtfy,564,5568
kittyxiii,26929,254
mysocialimpact,160,335
bressansar,2455,927
Contean,101,209
EconomiaYRegion,77,376
CarolinGenz,96,267
g_calignano,223,170
BetterEval,4206,11301
GFG_RGSIBG,981,1275
andresecme,2142,626
gubellom,3593,91
AndrewCrawley1,2843,223
twiteandofer,2054,405
eeszulc,145,47
EconGeogCymru,551,168
rsfrankl,746,741
WelshEcon,26792,2356
DarjaReuschke,701,249
UIIN,2606,1657
fogliafrancesco,3589,1531
celineamour075,32,145
SaraLBartels,263,330
BISmemberSec,2706,488
MariaJPeeva,623,641
SFB1265,210,398
Ostverteiler,753,828
Si_Kaiser,214,307
fdschuetz,45,38
DWesterheijden,14,11
Angele_Benard35,1353,734
John25355990,0,15
TwenteYoung,42,118
PhDMayors,19803,809
alesancino,1589,4071
miki_pagani,204,60
BobaCulum,577,130
LeeCrookes0114,1816,1109
bradloewen,55,109
ECSB1,380,1018
muhammad_ismael,1926,171
IMAJINE_h2020,28,108
31AlexAlves,40,44
acecoupe,1890,774
barbara_hedeler,143,195
kieronflanagan,26441,3935
edurnemagro,744,342
infoplug,138,304
Dieter_Albertz,3932,430
tim_flink,178,158
Re_AlJames,511,609
igoneporto,10801,906
n_malida,195,41
Arash_Hajikhani,310,242
ozgurkadir,2664,107
ESrnova,1846,441
sergemont,1284,2578
PadraigCarmody,3,13
ZenPublisher,9673,1065
TBroekel,1769,414
IJBISS1,264,15
UllaHytti,2296,1408
MarioCimoli,372,1072
DFC_Fellowship,505,524
gustavovaldivie,26001,594
JasonRoncancioM,2124,684
SBartke,1122,432
clara_g_ie,661,550
jaakkovuorio,1244,407
CausewayInno,1108,1127
ACEEU_org,345,404
magda_masters,4120,2735
asaonnerfors,277,126
ArmandoGarcaSc1,1860,829
KvetonViktor,15,68
m_nagenborg,1683,993
c_acciai,0,18
Con_CienciaCL,171,421
carolinekeegn,185,148
spacedemands,7689,1519
ahamohammad,836,236
SBird_UK,388,202
HJY07121034,361,29
S_Baumgartinger,39,69
s_haus_reve,43,205
RannveigHjalta,131,100
Ingenio_CsicUpv,5346,2035
KimAnde54166397,10,0
Sus_MDPI,1972,1978
EvelynBodenmei1,502,59
pausits,214,192
PublicPolicyUoS,17171,3646
lomi_i,21,55
LiisaJurmu,220,233
FCiarmatori,2075,173
TravenScott,13,435
mariaaabreu,2199,707
euyarra,3126,1087
ucitylab,93,73
ciliconsoul,699,185
jessaloomis,615,896
unitedeurope_eu,1337,664
pepijndevos,10203,623
momarorkokusos,189,466
TaylorBrydges,2652,240
eransas,714,344
FornahlD,69,53
GijsDiercks,4194,578
fundaxial,155,238
ximuepau,385,234
PlayBookCapital,4,660
CaissaPublisher,2946,1011
axelpopaxel,7653,728
CPMR_Europe,7519,4317
SuzanneJameson8,126,73
RedGCTI,873,577
NicolasBrookes,1485,1835
dylanh__,172,98
h_tercanli,8,27
JimiSchlichting,2251,202
Yaroqi,41,9
gunterwehmeyer,1672,324
davidrobertchar,3,12
JuliusWesche,1728,500
ethac2019,12,197
JsDabrowski,878,402
sandra_ewohime,106,37
GenderPolicyIns,833,1655
liliagiugni,1163,5645
_ctierney12_,97,39
SallyKneeshaw,986,750
SeeRap,3262,1878
Anastasi_ia,3879,814
ReisRonara1,104,20
SocciePollie,0,0
AlexDuboisSLU,206,74
LotsOfTreesHere,7033,881
HumanomicsMap,7467,2694
katebroadhurst,737,485
RegioCohe,1760,477
HectorT16681238,0,3
atanashalachev1,5,17
TEFCEproject,609,428
CS_CAMCHAL,1734,708
BreulMoritz,20,116
Stephenbrenard,47,769
carolinepaunov,310,399
Mantzanakis,283,560
FoistLab,1779,259
maurorebolledo,1688,654
JRR_InvRegs,113,225
ris3cv,1542,519
H2020_SC6_UKNCP,236,227
IncluProdu,351,439
Kamila_Kozirog,126,103
CEDRE_WIT,107,113
bogdan_ibanescu,775,147
RegionsZine,629,440
santidonat,2218,484
pvarela_vazquez,1427,245
arnomorisson,354,198
JohnBachtler,304,1010
Laura_Polverari,2413,1279
EuriperP,78,45
bridges_tom,10968,3639
SallyJHardy,4609,1331
joeberle1,214,125
VDozhdeva,636,249
VeraTarnai,274,173
gamwell,2980,4054
Ponterasmus,1238,315
CSIL_DEv,449,207
_alina_kadyrova,101,114
Jagopri,3999,1742
sobczak_anna,4273,1137
omrinska,467,144
WolfgangPetzold,10608,4258
bryonnygh,933,422
MarekGiebel,4250,745
kmjosund,540,312
r_ortegaargiles,3892,978
rpalacioshub,6814,17841
4cpharma,324,1125
leandrolepratte,282,324
PflegeHaut,56,44
ECIUniversities,948,691
PatriGarri14,28503,268
EdiSal12468,220,488
mvankeulen26,202,163
fasttrackimpact,5033,45549
Nico_Pntr,62,66
RomanovaGergana,165,249
KhalilPalh,1801,353
CaroBenjaminsen,6,50
StocasticW,159,1696
shaguftahaneef,50,50
MichaelTaster,607,272
mcaa_de,698,522
corresponsalesp,8164,5529
mfpachon,4767,831
tomdrabowicz,41272,815
ysi_urewg,386,363
OutsourcingJour,1668,6479
samuelprieto,19836,2163
PRT1969,2148,453
iUv3zA1PVAgjWoj,31,31
cs_nyd,2571,130
i_drejer,84,112
HletaW,0,1
LeoMunoz_Geo,100,96
ACrossGhosting,1348,848
AnneMDijkstra,1622,323
eter9man,2408,820
IreneuMendes,151,30
ArohaRamon,2,0
simvdw,103,133
MennoLittel,4970,2281
DascheProject,176,51
CharlesQuenti14,37,25
WPontenagel,1144,145
MigueisR,274,436
martawrob,2103,592
RobinAChang,374,226
Holm66,176,146
Garcilazo_OECD,608,2005
PughRhiannon,511,430
StephenEric12,3,643
WJVelderman,13407,675
Jvreeman,6472,1038
DanielaSCarl,4265,562
beer4_beer,2041,508
Negev88,51,125
GripF,25,21
CamJRES,1080,934
HuseyinSeker2,42,17
cflores0776,15,80
AgustinBAires,1534,4478
qBionano,289,377
Andreas_Kja,65,114
RenzoPruzzo,1411,1024
sannehaase,347,291
qualtranscribe,751,186
RegInnPol,48,144
ILTISCONSULTING,257,675
StanleyFriday15,9,3
e_co_consulting,543,192
SaeedMSaman,167,176
dfkogler,455,792
kwattaowusu,50,102
GradBlogger,4082,3488
k_n_k79_aarthi,3924,502
AfricaSLP,1096,3022
innogeo,4804,682
EvaFischerAI,303,589
KotsemirMaxim,1086,940
emmeviv,931,509
UnravelTomorrow,3992,714
iramiftikhar23,106,129
majidkhantanoli,89,137
emgermaina,91,43
loreley2_0,15,11
MeisterBroekema,14,47
_elke_d_,7363,1306
AndBrogger,727,253
Faria_Rita_EC,790,465
lmecongeo,47,84
ecumenicmatter,181,80
marit_moan,881,164
IdeasMineSystem,2042,2025
AndrewJ79,3931,576
MarieCurie_NCP,3835,2289
dolivauribe,5064,659
AidayKara,1210,309
amritasaha,799,1486
MartinPronk,13715,3155
Serdal_Temel,6557,2664
joaquingalvan,15258,846
Sotarauta,3130,1052
CChlebna,1492,435
AFrangenheim,39,87
GillBristow1,966,649
jamierwilson,12988,1869
ersacork2018,460,534
KennisTwente,288,379
DiegoGalego3,64,65
V_Pikkarainen,828,13783
ArthurScholte,25,34
vicvandijk,3874,1124
Scienseed,674,7499
EckardtFr,77,62
DrEricGrabowsky,11911,188676
Berendsue2,11,469
RSAEurope,2878,1114
Matteotusa,12253,886
KaterynaSuprun,24,55
logixcom,17,84
MEGIN_DEGIN,2258,171
yjrdjjkk,2,12
UTwente,14803,43683
PilarMarquesGou,899,497
ester_comellas,338,229
EUinmyRegion,37451,74934
PereCondom,5847,5139
SciSq,4348,3707
regstud,16585,6526
DEMOPhD,138,183
ERSA_org,1699,1738
NbanyaSam,260,153
emiguelez,3359,339
VanTies,0,64
mancartes,7458,5446
eduardo_liveira,33063,3753
RobertHassink,587,620
JennChubb,1577,1529
IdaGrundel,887,405
HuongNg2212,71,105
a_nother_web,551,665
Ind_Inteligente,840,2751
rodriguez_pose,1245,3642
Mijtwente,598,724
sergioman90,696,355
KLemmensKrug,124,172
GWevers,230,128
AnneSolheim1,261,67
ithinkwellHugh,10149,55082
PhDForum,28074,73558
gjrf,246,167
soaresisabelle,3486,668
UCT_SDRFund,3632,1038
novelt_online,2669,2887
MAbbasiharofteh,72,123
ENRESSH,1577,578
RenatogUnicamp,585,542
DavidFGuerrero,2076,387
mtnorn,3583,1287
aguedalainen,2442,104
ECPRKnowledge,2721,1250
XimenaGodoyGod1,0,3
matg20,11955,1676
fvanderwouden,58,235
JosvdB,3936,390
MarteCWSolheim,4331,1894
GoodGovMonitor,2970,1491
WTCTwente,8123,1830
HdHf_TUDortmund,138,99
lilimafon,1083,274
CharlesNyang,3717,822
facundoluna_,202,115
runinproject,985,530
CHEPS_UT,1950,860
World4Innovator,1736,1548
NadineZeeman,716,246
heravalue,16541,2080
kopelsof,205,164
fitjar,4422,1127
UtkuAlpaydin,197,221
ridcinar,275,299
NChicao,0,5
merrazub,1055,470
isabelvelaquez1,6874,92
camchal_innova,40,292
innovacionch,10274,12978
RoseVetter,447,68
creoenchile,1603,3489
carmenilica,7357,132
barquero_marlen,4,57
p_feres,5499,8623
KarlaBerndt,4,39
jgjofrem,1530,761
CAMCHAL,15239,4067
Joao_F_Silva,505,1318
paulom_costa,1015,2710
carla_f_rod,31,50
TiagoMLCarvalho,427,392
ilia_xypolia,2565,574
samuelppires,753,489
andrea_piter,296,246
p_serodio,7166,369
SousaPPS,1330,427
gilibertocapano,1119,686
Heedi101,543,277
guillermoacuna,47509,34097
esunen,129117,4094
jfalbertos,68871,29116
semrasevi,42,1677
ExpertoU,5,479
jennifernvictor,16253,12460
JohnHolbein1,7408,16790
CeppUned,57,303
teaanguiano,1913,495
IPSA_Elites,38,60
HaughtonTim,3324,1308
Isra_Palazuelos,3470,669
clausalvia,599,140
oscar_barbera,1685,962
ronsnzl,1059,341
tmarquesramalho,5147,350
LegaltechY,38,347
EduardoMunozS,2600,206
robbpann,148,186
MarinaCostaLobo,2301,2641
MapleERC,104,304
StudyPopulism,16,242
passtiche,669,354
halikiopoulou,154,1149
marinedamas,42,60
democraticaudit,26044,12023
vocanera,9146,937
fredpaxton,2424,742
Welpita,3347,2363
pachivg,664,191
rtormos,2373,861
TFreyburg,74,218
ChanKaMing15,54,76
suamsael,17,2
DamienBol,1196,983
MartinRGross,745,496
ingorohlfing,15152,2735
AcaymoViera,558,380
bertous,12867,886
WEPsocial,533,1676
GamesMdpi,85,53
StavroulaChrona,156,197
popeurope,174,338
ctxt_es,199807,133403
RafiteTristan,9942,574
luislopezaq,211,484
LuisCornagoB,24904,1706
MacarenaRG,15865,3228
Pilar99940902,0,0
RFT2,13014,1279
perejoanpons,8845,3820
masabalinsf,155,73
Margagreino,320,148
letirgar,3586,361
podcastKTR,156,2049
Valle14Jorge,25171,437
NicoUsal,0,20
auxigopo,2425,348
IDimasGestion,922,337
Ideasenguerra_,335,86
pheskyy,59,385
dmuanjones,2286,951
Pol_Science_Es,40,89
rdandoy,5622,3352
mrredfield1988,8668,288
Claveria,7910,2815
StijnTvanKessel,853,1055
RoryFitzESS,13890,3353
victorguedes,11492,5035
rakhmat_haikal,15881,720
InformeEspana,17155,2517
NathalieBrack,698,811
dr_eklundh,325,276
josema_ram,20383,1966
mcmjrch,5552,33
littvay,2482,1161
raumwurschtler,1010,335
efteperoglou,31,156
Mohameddouief,1019,223
etsats,879,100
Politi_CAST,129,244
Zenone74,17,17
swenhutter,244,748
makonome,0,0
CarlosG84465217,190,18
andonimn,498,230
ABelenFg,1750,417
lluisraeco,15604,2076
DrSaoirse,6749,1058
DavidJimenezU,23547,2688
PaulaAranaB,21746,551
sendra_mariana,51,80
OpenEUDebate,526,1020
acvallejo,55957,5142
AleSojka,3634,1073
PopulismTeam,243,1605
SPGuerra,8388,1590
schackow_nathan,241,300
EmeraldPolSci,1694,570
MarkusGastinger,716,1238
VaLescaL,13164,1704
processnorth,792,433
ECPRTeaching,171,237
PacoSeoanePerez,6937,1633
ODufout,7,85
FrancescoNicoli,14653,603
hcentema,487,204
RosaNavarrete,12692,743
SantanaAndres3,2840,739
FerranSardans,17093,25096
mlopezplana,15525,2535
oscarthomas51,0,1
POP_TweetsOnPop,1201,929
ana_beleta,296,242
BonnieNField,2428,1371
maria33645749,59,18
CarlosFEsquer,1970,1210
marina_alias9,2440,713
politicsgrrrl,6567,661
QuimBrugue,25968,8767
ExtremandDem,219,1195
InstitutoSoFiAr,8,266
With2Ks,872,861
lcabezap,105,137
mwcps_tweets,1760,1104
Dani_demarcos,4379,376
mitsopro_EU,452,480
oriol_sabate,499,227
pvilchezp,2514,459
MGF1244,5,26
AlbertoPenades,10732,4800
_elesj,3409,461
garridoangel,2979,661
MickePW,272,19
_JimmyJazzzz,5053,346
Ebpal,13534,2257
Lentejitas,233282,17073
Gaviota_21_9,2880,450
dimoblov,14291,224
AnaliaOrr1,7061,1253
DiegoBala3,2862,377
NachoSoria_7,8227,991
JoseRamaC,4785,1166
jrhopkin,47190,4481
NicoLassoR,1566,410
C22Ortiz,5379,1988
Sal_Precaria,38,31
S_A_Dunleavy,8846,1525
MelanyBarragan7,1180,211
MigrationNews1,26556,10304
duncanmcdonnell,4793,4583
rbucordoba,187,252
IluminaLaUsal,4,31
pablobiderbost,3315,1233
nipenalusal,410,464
PiotrZag,1014,320
RGHiguera,2505,210
TAWREF_official,147,113
agustinharoleon,391,150
Salamanca__News,1673,815
CarlosGoca1,0,3
boscoaa,2768,1053
Gil_JavierGil,4628,7793
RicardoR_Usal,412,2096
diarmuidh,5325,447
Pagplaza,0,3
jax_brand,138,705
mlewandowsky,7560,2331
degruyter_econ,1372,924
ECPR_Migration,563,763
fridriczewski,212,123
guillemvidal_,10519,3369
lauramdu,3548,1769
gauchnomics,1278,218
jmonogan,1379,2087
mollyeroberts,180,3935
mjensley,1991,824
cd_lucas,566,2384
AbogadoCIBER,854,143
capmediacion,257,942
AitorSanchezBer,2338,208
gudino59,71,24
gdelamoraglez,2853,608
illay_jessy,1,3
susanamdcea,1929,438
CirculoPodVLL,137,297
RedRentaBasica,3911,3428
daaaaaaaiiiii,7208,188
Podemos_USAL,852,417
JGalTerr,924,61
melissaleesands,1771,2551
aecoppock,3220,3337
ponteufpr,3839,1139
manoligm59,21,22
Alberto_d_M,11283,797
buengobUSAL,2256,603
Magistratura78,262,12
JosiahJMannion,17227,1102
UofMPress,11621,10633
SBornschier,140,429
JMesaMon,449,184
AntonioEspejoS,306,157
RetBue,727,643
p_chiocchetti,1090,1518
AGarciaVlez,6989,725
LuisAdvei,53650,36585
PedroGa42451733,0,6
polibitacora,806,5
MarioHrdezRamos,891,408
mrooduijn,8406,4158
carlesferreira,13780,3285
JIS_CCSS,951,747
ChloeAlexxandre,583,323
dsanchoj,77,14
torres__an,13721,1193
PhdNotepad,513,901
corrupcionUSAL,1743,441
obartomeus,2021,2620
Daniela_Vintila,5181,2272
PhDForum,28074,73558
vickisbriglio,1619,303
bravosax5,868,361
InstitutICPS,3296,4159
lagunaduero78,1,6
gobernanzaUSAL,3817,754
ecpr_sep,343,378
EU_Democracy,1008,253
natalialeonbast,0,6
bpberta,42023,10931
raulgomezm,1343,421
circapsiena,320,598
con_schaefer,171,383
KevinCarter_,8461,31286
PaulAdamTaggart,1145,2764
ECPR_SG_Parties,214,804
fasttrackimpact,5033,45549
persusanper,491,2274
CapeIjnsa,1222,116
ElTornavoz,11,29449
ESS_Survey,4664,9229
george_karyotis,258,500
mikel_uriguen,179862,4576
ElisabettaDeGio,2316,570
LapsUnisi,156,269
SMVanHauwaert,598,420
ArgeliaQueralt,77440,26329
willmorgan66,6892,19527
nicolasUSAL,10743,1315
RafaGrande_,5310,484
wpj_latest,3467,160
